"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"132","RS Umum Islam Fatimah","Jl. Ir.H.Juanda No.20 Cilacap",14,"50 menit",13,"50 menit",7,"50 menit","0282542396","33","3301",2021-08-06 22:49:12,"Non COVID-19"
"133","RS Umum Daerah Waled"," Jl. Prabu Kiansantang No. 4 Waled, Cirebon",20,"5 menit",22,"5 menit",107,"5 menit","0231661275","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"134","RS Pertamina Cirebon","Jl. Patra Raya Klayan No 1 Cirebon",3,"11 jam",1,"11 jam",5,NA,"08112433338","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"135","RS Umum Daerah Arjawinangun","Jl. Palimanan - Jakarta KM. 2 No. 1  Arjawinangun",11,"15 jam",28,"15 jam",135,"15 jam","0231358335","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"136","RS Umum Mitra Plumbon","Jl. Raya Plumbon Km.11 Cirebon",19,NA,23,NA,8,NA,"0231323100","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"137","RS Umum Permata Cirebon","Jl. Tuparev No.117 Cirebon",10,NA,39,NA,28,NA,"02318338877","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"138","RS Umum Sumber Waras","Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon",22,"kurang dari 1 menit",25,"kurang dari 1 menit",9,"kurang dari 1 menit","0231341079","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"139","RS Jantung Hasna Medika","Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",3,"2 menit",16,"2 menit",9,"2 menit","0231343405","32","3209",2021-08-06 22:49:12,"Non COVID-19"
"140","RS Umum Dearah Deli Serdang","Jl. Thamrin Lubuk Pakam",5,"38 jam",10,"38 jam",34,"38 jam","085297825601","12","1212",2021-08-06 22:49:14,"Non COVID-19"
"141","RS Umum Sembiring Deli Tua","Jl. Besar No.77, Deli Tua",2,"12 jam",37,"12 jam",19,"12 jam","081376490201","12","1212",2021-08-06 22:49:14,"Non COVID-19"
"142","RS Umum Sari Mutiara Lubuk Pakam","Jl Medan No.17,Lubuk Pakam",4,"12 jam",20,"12 jam",37,"12 jam","082165612376 ","12","1212",2021-08-06 22:49:14,"Non COVID-19"
"143","RS Umum Yoshua","Jl. Medan Lubuk Pakam N0. 70",5,"15 jam",3,"15 jam",5,"15 jam","hotline tidak tersedia","12","1212",2021-08-06 22:49:14,"Non COVID-19"
"144","RS Umum Pancur Batu","Jl. Jamin Ginting KM. 17 Desa Tengah Kec. Pancur Batu",4,NA,11,NA,9,NA,"081376257161","12","1212",2021-08-06 22:49:14,"Non COVID-19"
"145","RS Grandmed ","Jl Medan km. 25 no. 66 Lubuk Pakam",15,"15 jam",10,"15 jam",14,"15 jam","085358431190","12","1212",2021-08-06 22:49:14,"Non COVID-19"
"146","RS Umum Daerah Sunan Kalijaga"," Jl. Sultan Fatah No. 669/50,Demak",27,NA,2,NA,42,NA,"0291685018","33","3321",2021-08-06 22:49:14,"Non COVID-19"
"147","RS Umum Pelita Anugerah","Jl. Raya Bandung Rejo Km 11,5, Mranggen Demak",11,NA,31,NA,14,NA,"0246725555","33","3321",2021-08-06 22:49:14,"Non COVID-19"
"148","RS Umum Daerah Sultan Fatah Karangawen Demak","Jl. Raya Semarang Purwodadi KM. 21 No. 107 Karangawen Demak",2,NA,13,NA,17,NA,"02476602154","33","3321",2021-08-06 22:49:14,"Non COVID-19"
"149","RS Hj. Fatimah Sulhan PKU Muhammadiyah Demak","Jl. Sultan Hadiwijaya No. 18 Mangunjiwan",12,NA,8,NA,18,NA,"hotline tidak tersedia","33","3321",2021-08-06 22:49:14,"Non COVID-19"
"150","RS Pratama Manggelewa","Jl. Lintas Calabai Desa Doromelo Kecamatan Manggelewa Kabupaten Dompu",NA,NA,NA,NA,26,"16 jam","hotline tidak tersedia","52","5205",2021-08-06 22:49:15,"Non COVID-19"
"151","RS Umum Daerah Pendau Tambu Kab Donggala","Jl. Mapane Tambu. Kec. Baselang",16,"40 jam",25,"40 jam",19,"40 jam","085341298597","72","7205",2021-08-06 22:49:15,"Non COVID-19"
"152","RS Umum Daerah Kabupaten Empat Lawang"," Jl. Noerdin Pandji Km 5 Kel. Tanjung Kupang Kec. Tebing Tinggi Kab.empat Lawang",11,NA,16,NA,33,NA,"07027321500","16","1611",2021-08-06 22:49:15,"Non COVID-19"
"153","RS Umum Daerah Fakfak","Jl. Jend Sudirman Fak Fak",7,"14 jam",7,"14 jam",40,"14 jam","082199455159","91","9101",2021-08-06 22:49:16,"Non COVID-19"
"154","RS Medina","Jl. Raya Wanaraja No. 500 RT. 004 RW. 008 Desa Cinunuk Kec. Wanaraja",NA,NA,0,NA,10,NA,"hotline tidak tersedia","32","3205",2021-08-06 22:49:17,"Non COVID-19"
"155","RS Umum Muhammad Ali Kasim","Jl.Pangur-Sangir, Kec Dabun Gelang",26,NA,NA,NA,59,NA,"081360082884","11","1113",2021-08-06 22:49:17,"Non COVID-19"
"156","RS Umum Daerah Sanjiwani Gianyar","    Jl. Ciung Wenara No.2 Gianyar",NA,NA,NA,NA,5,NA,"0361943524","51","5104",2021-08-06 22:49:18,"Non COVID-19"
"157","RS Umum Premagana","Jl. Hyang Sangsi No.2 Komp.Perumahan Chandra Ayu Br. Tubuh,Batubulan,Sukawati - Gianyar",9,"15 jam",4,"15 jam",10,"15 jam","0361296389","51","5104",2021-08-06 22:49:18,"Non COVID-19"
"158","RS Umum Ganesha","Jl Raya Celuk Sukawati",11,"22 jam",2,"22 jam",0,"22 jam","03614710059","51","5104",2021-08-06 22:49:18,"Non COVID-19"
"159","RS Umum Famili Husada","Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar",3,NA,0,NA,0,NA,"03618493344","51","5104",2021-08-06 22:49:18,"Non COVID-19"
"160","RS Umum Kasih Ibu Saba","Jl. Raya Pantai Saba No. 9, Saba, Blahbatuh, Gianyar (80581)",6,"16 jam",4,"16 jam",13,"16 jam","03613003333","51","5104",2021-08-06 22:49:18,"Non COVID-19"
"161","RS Umum Payangan","Jl. Giri Kesuma BR. Melinggih Payangan Gianyar 80572",3,NA,7,NA,13,NA,"03619088087","51","5104",2021-08-06 22:49:18,"Non COVID-19"
"162","RS Umum Yapika","Jl. Abdul Kadir Dg. Suro No.140 Kel. Samata Kec. Somba Opu",14,NA,37,NA,30,NA,"hotline tidak tersedia","73","7306",2021-08-06 22:49:19,"Non COVID-19"
"163","RS Umum Daerah Ibnu Sina Kab. Gresik","Jl. Dr. Wahidin Sudirohusodo No. 243B Gresik",17,"2 jam",31,"2 jam",40,"2 jam","0313951239","35","3525",2021-08-06 22:49:20,"Non COVID-19"
"164","RS Semen Gresik","Jl. R A Kartini No. 280 Kel. Tlogopatut Kec. Gresik, Kab. Gresik",17,"13 jam",16,"12 jam",25,"12 jam","0313987840","35","3525",2021-08-06 22:49:20,"Non COVID-19"
"165","RS Petrokimia Gresik","Jl. Jend. A. Yani No. 69 Kel. Ngipik, Kec. Ngipik, Kab. Gresik",0,NA,0,NA,3,NA,"0313978658","35","3525",2021-08-06 22:49:20,"Non COVID-19"
"166","RS Muhammadiyah Gresik","Jl. KH. Kholil 88, Kel. Kemuteran, Kec. Gresik",8,NA,1,NA,4,NA,"0313981275","35","3525",2021-08-06 22:49:20,"Non COVID-19"
"167","RS Umum Wates Husada","Jl Raya Wates Utara Kec. Balongpanggang Kab. Gresik",3,"37 jam",1,"37 jam",2,NA,"0317922351","35","3525",2021-08-06 22:49:20,"Non COVID-19"
"168","RS Fathma Medika","JL. PENDOPO NO. 45, SEMBAYAT, MANYAR",0,"13 jam",7,"13 jam",9,"13 jam","0313943500","35","3525",2021-08-06 22:49:20,"Non COVID-19"
"169","RS Umum Panti Rahayu","Jl. R Suprapto No.6,Purwodadi",59,NA,28,NA,24,NA,"0292421087","33","3315",2021-08-06 22:49:21,"Non COVID-19"
"170","RS Umum Daerah Ki Ageng Getas Pendowo Gubug","Jl. Jenderal Ahmad Yani No. 57 Gubug Kec. Gubug",0,NA,NA,NA,NA,NA," 02925151911","33","3315",2021-08-06 22:49:21,"Non COVID-19"
"171","RS Umum Daerah Wonosari","Jl Taman Bakti No. 06 Wonosari",8,"4 menit",17,"4 menit",38,"4 menit","0274391007","34","3403",2021-08-06 22:49:22,"Non COVID-19"
"172","RS Umum Nur Rohmah","Jl Wonosari - Yogya Km. 7, Bandung, Playen, Gunungkidul",8,"37 jam",NA,NA,16,"37 jam","0274394574","34","3403",2021-08-06 22:49:22,"Non COVID-19"
"173","RS Umum Panti Rahayu","Jl Wonosari-Ponjong Km 7 Kelor Karangmojo Gunungkidul",0,NA,2,NA,9,NA,"02742901454","34","3403",2021-08-06 22:49:22,"Non COVID-19"
"174","RS Umum PKU Muhammadiyah Wonosari","Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY",2,"3 menit",3,"3 menit",6,"3 menit","hotline tidak tersedia","34","3403",2021-08-06 22:49:22,"Non COVID-19"
"175","RS Umum Daerah Saptosari","Karang Jetis Saptosari Gunungkidul",0,"4 menit",6,"4 menit",2,"4 menit","02742910827","34","3403",2021-08-06 22:49:22,"Non COVID-19"
"176","RS Umum Ceria","Jl. Jend. Sudirman No. 10 Hamalau Kandangan",8,"11 jam",14,"11 jam",4,"11 jam","051723865","63","6306",2021-08-06 22:49:25,"Non COVID-19"
"177","RS Umum Daerah  H Damanhuri Barabai","        Jl. Murakata No. 4 Barabai",11,NA,12,NA,33,NA,"085249808800","63","6307",2021-08-06 22:49:25,"Non COVID-19"
"178","RS Umum Bhayangkara Indramayu"," Jl. Raya Pantura Km.73-75 Losarang - Indramayu",7,NA,2,NA,4,NA,"083148705782","32","3212",2021-08-06 22:49:27,"Non COVID-19"
"179","RS Umum MM Indramayu","Jl. Let.Jend Soeprapto No. 292 Indramayu",7,"9 jam",4,"9 jam",22,"9 jam","0234277634","32","3212",2021-08-06 22:49:27,"Non COVID-19"
"180","RS Umum Pertamina Balongan Indramayu","Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.",2,NA,12,NA,11,NA,"08112288545","32","3212",2021-08-06 22:49:27,"Non COVID-19"
"181","RS Umum Daerah Mursid Ibnu Syafiuddin","Jl. Raya Krangkeng Km. 28 Kecamatan Krangkeng",NA,NA,NA,NA,15,NA,"081294060900","32","3212",2021-08-06 22:49:27,"Non COVID-19"
"182","RS Syahid Al Irsyad","Jl. Jendral Sudirman No. 240",NA,NA,7,"14 jam",NA,NA,"081313113797","32","3212",2021-08-06 22:49:27,"Non COVID-19"
"183","RS Mitra Plumbon Indramayu","Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu",4,"21 jam",8,"21 jam",14,"21 jam","02347142333","32","3212",2021-08-06 22:49:27,"Non COVID-19"
"184","RS Umum Daerah Dr. Soebandi","Jl. Dr. Soebandi No.124, Jember",9,NA,17,NA,60,NA,"0331487441","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"185","RS Perkebunan PTPN X (Persero) Jember","Jl. Bedadung No.2 ",5,NA,1,NA,10,NA,"08113510033","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"186","RS Tk. III Baladhika Husada Jember","Jl. PB Sudirman No. 45 Jember",13,"16 jam",13,"15 jam",8,"15 jam","0331484674","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"187","RS Paru Jember","Jl. Nusa Indah No. 28 Jember",4,"36 jam",9,"36 jam",12,"36 jam","0331411781","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"188","RS Utama Husada Jember","Jl. Manggar No.134 Tegalsari, Ambulu Jember",3,NA,9,NA,23,NA,"0336881186","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"189","RS Gigi dan Mulut Fakultas Kedokteran Gigi Jember","Jl. Kalimantan No. 37 Jember",4,NA,NA,NA,NA,NA,"0331325041","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"190","RS Daerah Kalisat Jember"," Jl. M.H.Thamrin No.31 Kalisat Jember",NA,NA,2,NA,4,NA,"0331593997","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"191","RS Daerah Balung Jember","Jl. Rambipuji nomor 19, Balung Jember",11,"13 jam",20,"13 jam",43,"13 jam","0336621595","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"192","RS Bina Sehat Jember","Jl. Jayanegara 7 Kaliwates Jember",16,"49 menit",20,"49 menit",31,"49 menit","0331422701","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"193","RS Umum Citra Husada Jember","jl. Teratai No. 22 Jember",9,NA,29,NA,19,NA,"0331486200","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"194","RS Ibu dan Anak Srikandi IBI Jember","Jl. KH Agus Salim No. 20",7,NA,11,"14 jam",5,"14 jam","0331335290","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"195","RS Kaliwates Jember","Jl. Diah Pitaloka Nomor 4 Jember",0,NA,8,"15 jam",21,"15 jam","0331483505","35","3509",2021-08-06 22:49:28,"Non COVID-19"
"196","RS Umum Daerah Negara","  Jl. Wijaya Kusuma 17 Negara",15,"4 menit",25,"4 menit",66,"4 menit","036541006","51","5101",2021-08-06 22:49:32,"Non COVID-19"
"197","RS Umum Daerah Lanto Daeng Pasewang","     Jl.lingkar Kel.Empong Selatan No.8 ",24,"13 jam",12,"13 jam",29,"13 jam","hotline tidak tersedia","73","7304",2021-08-06 22:49:32,"Non COVID-19"
"198","RS Umum Daerah Kelet Provinsi Jawa Tengah","Jl. Raya Kelet KM 33 Jepara",5,"2 jam",7,"2 jam",68,"2 jam","0291597002","33","3320",2021-08-06 22:49:32,"Non COVID-19"
"199","RS Umum Islam Jombang","Jl. Brig. Kretarto 22 A Jombang",6,NA,0,NA,7,NA,"0321860074","35","3517",2021-08-06 22:49:33,"Non COVID-19"
"200","RS Umum Daerah Dr. H. Soemarno Sosroaatmojo","Jl. Tambun Bungai  No. 16 Kuala Kapuas",8,"43 menit",15,"43 menit",27,"43 menit","051321653","62","6203",2021-08-06 22:49:34,"Non COVID-19"
"201","RS Umum Daerah dr. A. Diponegoro Putussibau","Jl. Kom Yos Sudarso No.42 Putussibau",NA,NA,40,NA,23,NA,"hotline tidak tersedia","61","6108",2021-08-06 22:49:34,"Non COVID-19"
"202","RS Umum Daerah Karanganyar","Jl. Laksda Yos Sudarso Karanganyar",21,NA,34,"15 jam",32,NA,"0271 495673/495025 ext 118","33","3313",2021-08-06 22:49:35,"Non COVID-19"
"203","RS Umum Mojosongo 2","Jln. Nusa Indah , Randurejo, Ngringo, Jaten",4,NA,8,NA,8,NA,"0271822152 ","33","3313",2021-08-06 22:49:35,"Non COVID-19"
"204","RS Umum Daerah Karawang"," Jl. Galuh Mas Raya No.1, Sukaharja, Teluk Jambe, Karawang",6,NA,33,NA,37,NA,"0267640118","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"205","RS Umum Bayukarta","Jl. Kertabumi No.44 Karawang",8,NA,2,NA,14,NA,"0267401817","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"206","RS Umum Karya Husada","Jl. Jend. A.Yani No.98 Cikampek Karawang",2,NA,10,NA,5,"15 jam","081381817189","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"207","RS Umum Saraswati","Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang",5,NA,4,NA,16,NA,"081296078669","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"208","RS Umum Delima Asih Sisma Medika","Jl. Wirasaba No.54, Johar - Karawang",5,"15 jam",11,"15 jam",8,"15 jam","0267403073","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"209","RS Umum Citra Sari Husada","Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang ",0,NA,14,"4 menit",8,NA,"02678617972","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"210","RS Ibu dan Anak Sentul","Jl. A. Yani No 16 Sentul Cikampek Karawang",2,"13 jam",1,"13 jam",13,"13 jam","02648389060","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"211","RS Primaya Karawang","Jl. Arteri Galuh Mas Kav. Komersial Galuh Mas Blok 10, Desa Puseurjaya Kec. Telukjambe Timur",2,NA,2,NA,0,NA,"02678417777","32","3215",2021-08-06 22:49:36,"Non COVID-19"
"212","RS Umum Efarina Etaham","Jl Djamin Ginting, Berastagi - Desa Raya, Kab. Karo",29,NA,51,NA,57,"15 jam","081360183452","12","1211",2021-08-06 22:49:36,"Non COVID-19"
"213","RS Umum Amanda","Jl Jamin Ginting Simpang Korpri No. 1 Berastagi",12,NA,36,"21 jam",40,NA,"082365327746","12","1211",2021-08-06 22:49:36,"Non COVID-19"
"214","RS Umum Daerah Sultan Muhammad Jamaludin I","Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mulia Kecamatan Su",NA,NA,NA,NA,19,"15 jam","05343031475","61","6111",2021-08-06 22:49:36,"Non COVID-19"
"215","RS Umum Daerah dr. Soedirman Kabupaten Kebumen","Jl. Lingkar Selatan, Muktisari Kebumen",16,"15 jam",13,"15 jam",29,"15 jam","02873873318","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"216","RS Umum Permata Medika Kebumen","JL. INDRAKILA NO.17",4,"2 jam",4,"5 jam",0,"46 menit","02873870779","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"217","RS Umum Palang Biru Gombong","Jl. Yos Sudarso Timur Desa Kedungpuji Gombong",16,NA,12,NA,22,NA,"0287471290","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"218","RS Umum Wijayakusuma","Jl. Gelatik No.1 Panjer, Kebumen",2,"17 jam",11,"17 jam",7,"17 jam","0287381954","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"219","RS Umum Purbowangi","Jl. Yos Sudarso Barat No.1 Gombong",1,"15 jam",2,"15 jam",8,"15 jam","0287471080","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"220","RS Umum PKU Muhammadiyah Sruweng","Jl. Raya Sruweng No.5 Sruweng Kebumen",11,"19 menit",13,"19 menit",26,"19 menit","02876601061","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"221","RS Umum Purwogondo"," Jl. Puring Km.8, Kalipurwo Kuwarasan Kebumen ",NA,NA,5,"48 menit",5,"48 menit","0287472588","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"222","RS Umum PKU Muhammadiyah Petanahan Kebumen","Jl. Daendels, KM-1, Kec.Petanahan.",0,"13 jam",3,"13 jam",3,"13 jam","02876655285","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"223","RS Umum Muhammadiyah Kutowinangun ","Jl. Pemuda No 12 Kutowinangun",8,"48 menit",NA,NA,2,"48 menit","0287661137","33","3305",2021-08-06 22:49:37,"Non COVID-19"
"224","RS Umum Charlie Hospital","Dusun Balak RT 001 RW 006 Desa Ngabean Kec. Boja Kab. Kendal",13,"15 jam",9,"15 jam",16,"15 jam","02486005000","33","3324",2021-08-06 22:49:38,"Non COVID-19"
"225","RS Umum Daerah Kepahiang","Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang",7,NA,17,NA,75,NA,"081368083882","17","1708",2021-08-06 22:49:38,"Non COVID-19"
"226","RS Umum Daerah Kep. Mentawai","Jl. Raya Tuapejat KM.9 - Sipora Utara",5,"19 jam",1,"19 jam",15,"19 jam","082386103868","13","1301",2021-08-06 22:49:38,"Non COVID-19"
"227","RS Umum Daerah  Kabupaten Kepulauan Meranti","Jl Dorak",16,NA,24,NA,38,NA,"085363965633","14","1410",2021-08-06 22:49:38,"Non COVID-19"
"228","RS Umum Liun Kendage"," Jalan Tatehe Kelurahan Apengsembeka Kecamatan Tahuna",10,NA,41,NA,46,NA,"043224410","71","7103",2021-08-06 22:49:39,"Non COVID-19"
"229","RS Umum Daerah Sanana","Jl. Dr. Sibarani - Desa Falahu Kecamatan Sanana Kabupaten Kep. Sula",11,"14 jam",9,"15 jam",22,"14 jam","092921833","82","8203",2021-08-06 22:49:39,"Non COVID-19"
"230","RS Umum Daerah Mayjen H. A. Thalib","Jl. Basuki Rahmat Sungai Penuh Kabupaten Kerinci",17,"36 jam",11,"36 jam",21,"36 jam","074821118","15","1501",2021-08-06 22:49:39,"Non COVID-19"
"231","RS Fatima Ketapang","Jl. Jend. Sudirman No.27 Ketapang",23,NA,41,NA,66,"36 jam","085348995208","61","6106",2021-08-06 22:49:40,"Non COVID-19"
"232","RS Umum Pusat Dr. Soeradji Tirtonegoro","Jl. KRT. Suraji Tirtonegoro No.1, Klaten",NA,NA,32,NA,NA,NA,"0272321020","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"233","RS Jiwa Daerah Dr. RM. Soedjarwadi","Jalan Ki Pandanaran Km. 2, Klaten",3,NA,4,NA,38,NA,"0272321435","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"234","RS Ibu dan Anak Aisyiah","Jl. KH. Hasyim Ashari, Mojayan, Klaten",11,NA,6,NA,10,NA,"0272320566","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"235","RS Umum Islam Klaten","Jl. Raya Klaten Solo KM 4,Klaten",10,"15 jam",20,"15 jam",24,"15 jam","0272322252","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"236","RS Umum Cakra Husada","Jl. Merbabu No. 7,Klaten",12,NA,13,NA,11,NA,"0272321123","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"237","RS Khusus Bedah Diponegoro","Jl. Diponegoro No.21,Klaten",6,NA,7,NA,22,NA,"0272325127","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"238","RS Umum PKU Muhammadiyah Delanggu","Jln Raya Delanggu Utara No 19 Delanggu Klaten",3,NA,3,NA,26,NA,"0272551051","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"239","RS Umum Islam Cawas Klaten","Jl. Raya Tugu-Cawas Klaten ",10,"23 menit",3,"23 menit",4,"23 menit","02723359222","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"240","RS Umum PKU Muhammadiyah Jatinom Klaten","Jl.Raya Jatinom-Klaten KM 01, Gendaren, Jatinom, Klaten",NA,NA,9,"13 jam",37,"13 jam","0272337334","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"241","RS Umum Mitra Keluarga Husada Klaten","Jl.  Raya Pedan - Juwiring Km. 1 Kedungan, Pedan, Klaten",1,"21 jam",2,"21 jam",18,"20 jam","0272898333","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"242","RS Umum Daerah Bagas Waras","  Jalan Ir. Soekarno Km 2 Buntalan Klaten ",4,"38 jam",4,"13 jam",12,"38 jam","0272335966","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"243","RS PKU Muhammadiyah Pedan","Jl. Pedan-Cawas KM. 01 Sobayan Pedan Klaten",6,"13 jam",12,"13 jam",19,"13 jam","0272897796 ","33","3310",2021-08-06 22:49:40,"Non COVID-19"
"244","RS Umum Daerah Klungkung","Jl. Flamboyan No. 40 Semarapura",1,"39 jam",4,"15 jam",14,"3 jam","036621172","51","5105",2021-08-06 22:49:40,"Non COVID-19"
"245","RS Umum Grha Bhakti Medika","Jl. By Pass Prof. Dr. Ida Bagus Mantra Desa Negari Kec. Banjarangkan",16,NA,7,"37 jam",26,"37 jam","03665584001","51","5105",2021-08-06 22:49:40,"Non COVID-19"
"246","RS Umum Daerah Konawe Selatan"," Jl. Poros Andoolo No. 1",11,"13 jam",11,"13 jam",25,"13 jam","082344444830","74","7405",2021-08-06 22:49:41,"Non COVID-19"
"247","RS Tk. II Prof. dr. J. A. Latumeten","Jl. Dr. Tamaela No. 2 Ambon",4,"15 jam",0,"15 jam",22,"15 jam","hotline tidak tersedia","81","8171",2021-08-06 22:49:42,"Non COVID-19"
"248","RSKD Provinsi Maluku","Jl. Laksdya Leo Wattimena Ambon",3,NA,3,NA,59,"15 jam","hotline tidak tersedia","81","8171",2021-08-06 22:49:42,"Non COVID-19"
"249","RS Siloam Ambon","Jl. Sultan Hasanuddin RT. 005 RW. 005 Kel. Hative kecil Kec. Sirimau",NA,NA,NA,NA,NA,NA,"09113811900","81","8171",2021-08-06 22:49:42,"Non COVID-19"
"250","RS Tk. II Dr. R. Hardjanto","Jl. Tanjungpura VI Balikpapan",9,"13 jam",6,"13 jam",11,"13 jam","0542414333","64","6471",2021-08-06 22:49:42,"Non COVID-19"
"251","RS Ibu dan Anak Sayang Ibu","Jl. Wain No.33 Kebun Sayur Balikpapan",3,NA,10,NA,1,NA,"05428506629 ","64","6471",2021-08-06 22:49:42,"Non COVID-19"
"252","RS Umum Balikpapan Baru","Jl. MT.Haryono Komplek Perumahan Balikpapan Baru Blok A.3A No.7-9",5,"15 jam",7,"15 jam",NA,NA,"0542877330","64","6471",2021-08-06 22:49:42,"Non COVID-19"
"253","RS Umum Daerah  Dr. Zainoel Abidin","Jl. Tgk Daud Beureueh, NO. 108 B. Aceh",46,"35 menit",59,"35 menit",193,"35 menit","065134571","11","1171",2021-08-06 22:49:42,"Non COVID-19"
"254","RS Tk. II Iskandar Muda Banda Aceh","Jl. T. Hamzah Bendahara No. 1 Banda Aceh",8,"14 jam",11,"14 jam",44,"14 jam","065124712","11","1171",2021-08-06 22:49:42,"Non COVID-19"
"255","RS Jiwa Aceh","Jl. Dr. T. Syarief Thayeb No.25 Banda Aceh",5,"18 jam",7,"18 jam",94,"18 jam","065132020","11","1171",2021-08-06 22:49:42,"Non COVID-19"
"256","RS Ibu dan Anak Propinsi NAD","Jl. Prof. A. Madjid Ibrahim I No. 3 Banda Aceh",1,"8 jam",7,"8 jam",29,"8 jam","081327550520","11","1171",2021-08-06 22:49:42,"Non COVID-19"
"257","RS Bhayangkara Banda Aceh","Jl. Cut Nyak Dhien No. 23, Lamteumen Barat Banda Aceh",122,NA,226,NA,388,NA,"065141470","11","1171",2021-08-06 22:49:42,"Non COVID-19"
"258","RS Umum Daerah Dr H Abdul Moeloek","Jl. Dr. Rivai 6,Penengahan B.Lampung",25,"4 menit",49,"4 menit",127,"4 menit","0721703312","18","1871",2021-08-06 22:49:42,"Non COVID-19"
"259","RS Jiwa Bandar Lampung","Jl. Raya Gd.Tataan KM 13 Bandar Lampung",13,"13 jam",36,"13 jam",61,"13 jam","081279521234","18","1871",2021-08-06 22:49:42,"Non COVID-19"
"260","RS Ibu dan Anak Restu Bunda","Jl. KH. Hasyim Ashari No.73, Teluk Betung",6,NA,5,NA,11,NA,"0895606099815","18","1871",2021-08-06 22:49:42,"Non COVID-19"
"261","RS Ibu dan Anak Santa Anna","Jl.Hasanuddin no.27 Telukbetung",2,"15 jam",1,"15 jam",4,"15 jam","081278947422","18","1871",2021-08-06 22:49:42,"Non COVID-19"
"262","RS Umum Pusat Dr. Hasan Sadikin","Jl. Pasteur No. 38 Bandung",28,"3 menit",27,"3 menit",122,"3 menit","0222551189","32","3273",2021-08-06 22:49:43,"Non COVID-19"
"263","RS Umum Immanuel Bandung","Jl. Kopo 161 Bandung",8,NA,12,NA,33,NA,"081312620066","32","3273",2021-08-06 22:49:43,"Non COVID-19"
"264","RS Umum Santo Yusup","Jl. Cikutra No. 7 Kota Bandung",28,NA,13,NA,13,NA,"0227202420","32","3273",2021-08-06 22:49:43,"Non COVID-19"
"265","RS Umum Pindad","Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong",0,"13 jam",0,NA,2,NA,"0227322877","32","3273",2021-08-06 22:49:43,"Non COVID-19"
